id,smiles,domain,reason
pqr_0297,O=C1C=CC(O)(c2cc3ccccc3n2S(=O)(=O)c2ccccc2)C=C1,,"RuntimeError('\nFatal Error: DFHelper:put_tensor: write error\nError occurred in file: /home/conda/feedstock_root/build_artifacts/psi4_1774729123260/work/psi4/src/psi4/lib3index/dfhelper.cc on line: 970\nThe most recent 5 function calls were:\n\npsi::PsiException::PsiException(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, char const*, int)\npsi::DFHelper::prepare_metric()\npsi::DFHelper::initialize()\n')"
pqr_0298,O=c1oc2ccccc2c(O)c1[C@@H](C[C@H](O)c1ccc(-c2ccc(Br)cc2)cc1)c1ccccc1,,"RuntimeError('\nFatal Error: WRITE failed. Error description from the OS: No space left on device\nError in PSIO::wt_toclen()! Cannot write TOC length, unit 97.\nPSIO_ERROR: 12 (error writing to file)\n\nPractical advice: This error is probably disk related. First, check that your scratch isn’t full.\nSecond, make sure that you’re setting scratch (""psi4 -s"" or ""export PSI_SCRATCH"") rather than letting it \ndefault to /tmp. Third, run the job again to see if the error is reproducible.\nIf it persists, finally, file an issue.\n\nError occurred in file: /home/conda/feedstock_root/build_artifacts/psi4_1774729123260/work/psi4/src/psi4/libpsio/error.cc on line: 142\nThe most recent 5 function calls were:\n\npsi::PsiException::PsiException(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, char const*, int)\npsi::PSIO::wt_toclen(unsigned long, unsigned long)\npsi::PSIO::open(unsigned long, int)\npsi::DiskDFJK::initialize_JK_disk()\n')"
pqr_0299,Nc1ncnc2c1ncn2Cc1ccccc1NC(=O)CBr,,"RuntimeError('\nFatal Error: DFHelper:put_tensor: write error\nError occurred in file: /home/conda/feedstock_root/build_artifacts/psi4_1774729123260/work/psi4/src/psi4/lib3index/dfhelper.cc on line: 970\nThe most recent 5 function calls were:\n\npsi::PsiException::PsiException(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, char const*, int)\npsi::DFHelper::prepare_metric()\npsi::DFHelper::initialize()\n')"
pqr_0312,CN(C)CCCCC(=O)Nc1ccc(NC(=S)NC(=O)c2ccc(C(C)(C)C)cc2)cc1,,"RuntimeError('\nFatal Error: WRITE failed. Error description from the OS: Disk quota exceeded\nError writing the first partial page, unit 64.\nPSIO_ERROR: 12 (error writing to file)\n\nPractical advice: This error is probably disk related. First, check that your scratch isn’t full.\nSecond, make sure that you’re setting scratch (""psi4 -s"" or ""export PSI_SCRATCH"") rather than letting it \ndefault to /tmp. Third, run the job again to see if the error is reproducible.\nIf it persists, finally, file an issue.\n\nError occurred in file: /home/conda/feedstock_root/build_artifacts/psi4_1774729123260/work/psi4/src/psi4/libpsio/error.cc on line: 142\nThe most recent 5 function calls were:\n\npsi::PsiException::PsiException(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, char const*, int)\npsi::PSIO::rw(unsigned long, char*, psi::psio_address, unsigned long, int)\npsi::PSIO::write_entry(unsigned long, char const*, char*, unsigned long)\npsi::Matrix::save(psi::PSIO*, unsigned long, psi::Matrix::SaveType)\n')"
pqr_0319,CC1(C)/C(=C/C=C/[C@@H]2N(CCCCS(O)(O)O)c3ccccc3C2(C)C)N(CCCCS(O)(O)O)c2ccccc21,,SCFConvergenceError('Could not converge SCF iterations in 150 iterations.')
pqr_0372,CC(C)CN(Cc1ccc(F)cc1)S(=O)(=O)c1ccc(NC2CCN(S(C)(=O)=O)CC2)nc1,,"RuntimeError('\nFatal Error: WRITE failed. Error description from the OS: Disk quota exceeded\nError writing the first partial page, unit 64.\nPSIO_ERROR: 12 (error writing to file)\n\nPractical advice: This error is probably disk related. First, check that your scratch isn’t full.\nSecond, make sure that you’re setting scratch (""psi4 -s"" or ""export PSI_SCRATCH"") rather than letting it \ndefault to /tmp. Third, run the job again to see if the error is reproducible.\nIf it persists, finally, file an issue.\n\nError occurred in file: /home/conda/feedstock_root/build_artifacts/psi4_1774729123260/work/psi4/src/psi4/libpsio/error.cc on line: 142\nThe most recent 5 function calls were:\n\npsi::PsiException::PsiException(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, char const*, int)\npsi::PSIO::rw(unsigned long, char*, psi::psio_address, unsigned long, int)\npsi::PSIO::write_entry(unsigned long, char const*, char*, unsigned long)\npsi::Matrix::save(psi::PSIO*, unsigned long, psi::Matrix::SaveType)\n')"
pqr_0374,O=S(=O)(NC(=S)NC1CCCCC1)c1cnccc1NC1CCCCCC1,,"RuntimeError('\nFatal Error: WRITE failed. Error description from the OS: Disk quota exceeded\nError writing the first partial page, unit 64.\nPSIO_ERROR: 12 (error writing to file)\n\nPractical advice: This error is probably disk related. First, check that your scratch isn’t full.\nSecond, make sure that you’re setting scratch (""psi4 -s"" or ""export PSI_SCRATCH"") rather than letting it \ndefault to /tmp. Third, run the job again to see if the error is reproducible.\nIf it persists, finally, file an issue.\n\nError occurred in file: /home/conda/feedstock_root/build_artifacts/psi4_1774729123260/work/psi4/src/psi4/libpsio/error.cc on line: 142\nThe most recent 5 function calls were:\n\npsi::PsiException::PsiException(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, char const*, int)\npsi::PSIO::rw(unsigned long, char*, psi::psio_address, unsigned long, int)\npsi::PSIO::write_entry(unsigned long, char const*, char*, unsigned long)\npsi::Matrix::save(psi::PSIO*, unsigned long, psi::Matrix::SaveType)\n')"
pqr_0378,CCCCCC/C=C\CCCCCCCCCC(=O)N[C@H]1[C@H](OC[C@H]2O[C@H](OP(=O)(O)O)[C@H](NC(=O)CC(=O)CCCCCCCCCCC)[C@@H](OCCCCCCCCCC)[C@@H]2O)O[C@H](COC)[C@@H](OP(=O)(O)O)[C@@H]1OCC[C@@H](CCCCCCC)OC,,"Exception('ADIIS minimization failed. File a bug, and include your entire input and output files.')"
pqr_0379,COc1ccc(CN2CCN(C[C@H](O[Si](C)(C)C)c3cc(Cl)c(N)c(Cl)c3)CC2)c(OC)c1OC,,"RuntimeError('\nFatal Error: WRITE failed. Error description from the OS: Disk quota exceeded\nError in PSIO::wt_toclen()! Cannot write TOC length, unit 64.\nPSIO_ERROR: 12 (error writing to file)\n\nPractical advice: This error is probably disk related. First, check that your scratch isn’t full.\nSecond, make sure that you’re setting scratch (""psi4 -s"" or ""export PSI_SCRATCH"") rather than letting it \ndefault to /tmp. Third, run the job again to see if the error is reproducible.\nIf it persists, finally, file an issue.\n\nError occurred in file: /home/conda/feedstock_root/build_artifacts/psi4_1774729123260/work/psi4/src/psi4/libpsio/error.cc on line: 142\nThe most recent 5 function calls were:\n\npsi::PsiException::PsiException(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, char const*, int)\npsi::PSIO::wt_toclen(unsigned long, unsigned long)\npsi::PSIO::write(unsigned long, char const*, char*, unsigned long, psi::psio_address, psi::psio_address*)\npsi::PSIO::write_entry(unsigned long, char const*, char*, unsigned long)\n')"
pqr_0384,CCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)CO[P@@](=O)(O)O[P@@](=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O,,"RuntimeError('\nFatal Error: WRITE failed. Error description from the OS: Disk quota exceeded\nError in PSIO::wt_toclen()! Cannot write TOC length, unit 64.\nPSIO_ERROR: 12 (error writing to file)\n\nPractical advice: This error is probably disk related. First, check that your scratch isn’t full.\nSecond, make sure that you’re setting scratch (""psi4 -s"" or ""export PSI_SCRATCH"") rather than letting it \ndefault to /tmp. Third, run the job again to see if the error is reproducible.\nIf it persists, finally, file an issue.\n\nError occurred in file: /home/conda/feedstock_root/build_artifacts/psi4_1774729123260/work/psi4/src/psi4/libpsio/error.cc on line: 142\nThe most recent 5 function calls were:\n\npsi::PsiException::PsiException(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, char const*, int)\npsi::PSIO::wt_toclen(unsigned long, unsigned long)\npsi::PSIO::tocwrite(unsigned long)\n')"
pqr_0392,CC1(C)CCC[C@]2(C)[C@@H]1C[C@H](OC(=O)c1ccc(Br)cc1)[C@]13C=C[C@](COC(=O)c4ccc(Br)cc4)(CC[C@@]21O)C3,,"RuntimeError('\nFatal Error: WRITE failed. Error description from the OS: Disk quota exceeded\nError in PSIO::wt_toclen()! Cannot write TOC length, unit 64.\nPSIO_ERROR: 12 (error writing to file)\n\nPractical advice: This error is probably disk related. First, check that your scratch isn’t full.\nSecond, make sure that you’re setting scratch (""psi4 -s"" or ""export PSI_SCRATCH"") rather than letting it \ndefault to /tmp. Third, run the job again to see if the error is reproducible.\nIf it persists, finally, file an issue.\n\nError occurred in file: /home/conda/feedstock_root/build_artifacts/psi4_1774729123260/work/psi4/src/psi4/libpsio/error.cc on line: 142\nThe most recent 5 function calls were:\n\npsi::PsiException::PsiException(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, char const*, int)\npsi::PSIO::wt_toclen(unsigned long, unsigned long)\npsi::PSIO::write(unsigned long, char const*, char*, unsigned long, psi::psio_address, psi::psio_address*)\npsi::PSIO::write_entry(unsigned long, char const*, char*, unsigned long)\n')"
pqr_0396,CCOC(=O)CC1CCN(C(=O)C(C)(C)[C@@H](CC)NC(=O)c2ccc(C(=N)N3CCSC3)cc2F)CC1,,"RuntimeError('\nFatal Error: WRITE failed. Error description from the OS: Disk quota exceeded\nError writing the first partial page, unit 97.\nPSIO_ERROR: 12 (error writing to file)\n\nPractical advice: This error is probably disk related. First, check that your scratch isn’t full.\nSecond, make sure that you’re setting scratch (""psi4 -s"" or ""export PSI_SCRATCH"") rather than letting it \ndefault to /tmp. Third, run the job again to see if the error is reproducible.\nIf it persists, finally, file an issue.\n\nError occurred in file: /home/conda/feedstock_root/build_artifacts/psi4_1774729123260/work/psi4/src/psi4/libpsio/error.cc on line: 142\nThe most recent 5 function calls were:\n\npsi::PsiException::PsiException(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, char const*, int)\npsi::PSIO::rw(unsigned long, char*, psi::psio_address, unsigned long, int)\npsi::DiskDFJK::initialize_JK_disk()\npsi::DiskDFJK::preiterations()\n')"
pqr_0429,CCOC(=O)[C@H]1CC2(CC3(CC(COS(C)(O)O)(COS(C)(O)O)C3)C2)[C@@H]1C(=O)OCC,,SCFConvergenceError('Could not converge SCF iterations in 150 iterations.')
pqr_0433,C[C@@H]1CN([C@H]2C[C@H](O)[C@@H](CO[P@@](=O)(O)O[P@](=O)(O)O[C@H]3O[C@H](C)[C@H](/N=C/[C@H]4[C@H](COP(=O)(O)O)CN[C@@H](C)[C@@H]4O)[C@H](O)[C@H]3O)O2)C(=O)NC1=O,,"RuntimeError('\nFatal Error: WRITE failed. Error description from the OS: Disk quota exceeded\nError writing the first partial page, unit 97.\nPSIO_ERROR: 12 (error writing to file)\n\nPractical advice: This error is probably disk related. First, check that your scratch isn’t full.\nSecond, make sure that you’re setting scratch (""psi4 -s"" or ""export PSI_SCRATCH"") rather than letting it \ndefault to /tmp. Third, run the job again to see if the error is reproducible.\nIf it persists, finally, file an issue.\n\nError occurred in file: /home/conda/feedstock_root/build_artifacts/psi4_1774729123260/work/psi4/src/psi4/libpsio/error.cc on line: 142\nThe most recent 5 function calls were:\n\npsi::PsiException::PsiException(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, char const*, int)\npsi::PSIO::rw(unsigned long, char*, psi::psio_address, unsigned long, int)\npsi::DiskDFJK::initialize_JK_disk()\npsi::DiskDFJK::preiterations()\n')"
pqr_0437,CC(=O)OC[C@H]1O[C@H](Br)[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@@H]1OC(C)=O,,"RuntimeError('\nFatal Error: WRITE failed. Error description from the OS: Disk quota exceeded\nError in PSIO::wt_toclen()! Cannot write TOC length, unit 64.\nPSIO_ERROR: 12 (error writing to file)\n\nPractical advice: This error is probably disk related. First, check that your scratch isn’t full.\nSecond, make sure that you’re setting scratch (""psi4 -s"" or ""export PSI_SCRATCH"") rather than letting it \ndefault to /tmp. Third, run the job again to see if the error is reproducible.\nIf it persists, finally, file an issue.\n\nError occurred in file: /home/conda/feedstock_root/build_artifacts/psi4_1774729123260/work/psi4/src/psi4/libpsio/error.cc on line: 142\nThe most recent 5 function calls were:\n\npsi::PsiException::PsiException(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, char const*, int)\npsi::PSIO::wt_toclen(unsigned long, unsigned long)\npsi::PSIO::write(unsigned long, char const*, char*, unsigned long, psi::psio_address, psi::psio_address*)\npsi::PSIO::write_entry(unsigned long, char const*, char*, unsigned long)\n')"
pqr_0457,CC(C)CCCS[C@H]1CC1(C)C,,"RuntimeError('\nFatal Error: WRITE failed. Error description from the OS: Disk quota exceeded\nError in PSIO::wt_toclen()! Cannot write TOC length, unit 64.\nPSIO_ERROR: 12 (error writing to file)\n\nPractical advice: This error is probably disk related. First, check that your scratch isn’t full.\nSecond, make sure that you’re setting scratch (""psi4 -s"" or ""export PSI_SCRATCH"") rather than letting it \ndefault to /tmp. Third, run the job again to see if the error is reproducible.\nIf it persists, finally, file an issue.\n\nError occurred in file: /home/conda/feedstock_root/build_artifacts/psi4_1774729123260/work/psi4/src/psi4/libpsio/error.cc on line: 142\nThe most recent 5 function calls were:\n\npsi::PsiException::PsiException(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, char const*, int)\npsi::PSIO::wt_toclen(unsigned long, unsigned long)\npsi::PSIO::write(unsigned long, char const*, char*, unsigned long, psi::psio_address, psi::psio_address*)\npsi::PSIO::write_entry(unsigned long, char const*, char*, unsigned long)\n')"
pqr_0478,O=P(CC(Cl)(Cl)Cl)(CC(Cl)(Cl)Cl)[C@@H](O)CCO,,"RuntimeError('\nFatal Error: WRITE failed. Error description from the OS: Disk quota exceeded\nError writing the first partial page, unit 64.\nPSIO_ERROR: 12 (error writing to file)\n\nPractical advice: This error is probably disk related. First, check that your scratch isn’t full.\nSecond, make sure that you’re setting scratch (""psi4 -s"" or ""export PSI_SCRATCH"") rather than letting it \ndefault to /tmp. Third, run the job again to see if the error is reproducible.\nIf it persists, finally, file an issue.\n\nError occurred in file: /home/conda/feedstock_root/build_artifacts/psi4_1774729123260/work/psi4/src/psi4/libpsio/error.cc on line: 142\nThe most recent 5 function calls were:\n\npsi::PsiException::PsiException(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, char const*, int)\npsi::PSIO::rw(unsigned long, char*, psi::psio_address, unsigned long, int)\npsi::PSIO::write_entry(unsigned long, char const*, char*, unsigned long)\npsi::Matrix::save(psi::PSIO*, unsigned long, psi::Matrix::SaveType)\n')"
pqr_0483,CC(C)CCC[C@](C)(O[P@@](=O)(O)OP(=O)(O)O)[C@H](C)F,,"RuntimeError('\nFatal Error: WRITE failed. Error description from the OS: Disk quota exceeded\nError in PSIO::wt_toclen()! Cannot write TOC length, unit 64.\nPSIO_ERROR: 12 (error writing to file)\n\nPractical advice: This error is probably disk related. First, check that your scratch isn’t full.\nSecond, make sure that you’re setting scratch (""psi4 -s"" or ""export PSI_SCRATCH"") rather than letting it \ndefault to /tmp. Third, run the job again to see if the error is reproducible.\nIf it persists, finally, file an issue.\n\nError occurred in file: /home/conda/feedstock_root/build_artifacts/psi4_1774729123260/work/psi4/src/psi4/libpsio/error.cc on line: 142\nThe most recent 5 function calls were:\n\npsi::PsiException::PsiException(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, char const*, int)\npsi::PSIO::wt_toclen(unsigned long, unsigned long)\npsi::PSIO::write(unsigned long, char const*, char*, unsigned long, psi::psio_address, psi::psio_address*)\npsi::PSIO::write_entry(unsigned long, char const*, char*, unsigned long)\n')"
pqr_0500,CC(C)=CCc1c(O)cc(O)cc1-c1cc2ccc(O)cc2o1,,"RuntimeError('\nFatal Error: WRITE failed. Error description from the OS: Disk quota exceeded\nError writing the first partial page, unit 64.\nPSIO_ERROR: 12 (error writing to file)\n\nPractical advice: This error is probably disk related. First, check that your scratch isn’t full.\nSecond, make sure that you’re setting scratch (""psi4 -s"" or ""export PSI_SCRATCH"") rather than letting it \ndefault to /tmp. Third, run the job again to see if the error is reproducible.\nIf it persists, finally, file an issue.\n\nError occurred in file: /home/conda/feedstock_root/build_artifacts/psi4_1774729123260/work/psi4/src/psi4/libpsio/error.cc on line: 142\nThe most recent 5 function calls were:\n\npsi::PsiException::PsiException(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, char const*, int)\npsi::PSIO::rw(unsigned long, char*, psi::psio_address, unsigned long, int)\npsi::PSIO::write_entry(unsigned long, char const*, char*, unsigned long)\npsi::Matrix::save(psi::PSIO*, unsigned long, psi::Matrix::SaveType)\n')"
pqr_0503,CC1(C)OC2=C(C(=O)c3cc(O)cc(O)c3C2=O)c2cc(CO)c(O)cc21,,"RuntimeError('\nFatal Error: WRITE failed. Error description from the OS: Disk quota exceeded\nError writing the first partial page, unit 64.\nPSIO_ERROR: 12 (error writing to file)\n\nPractical advice: This error is probably disk related. First, check that your scratch isn’t full.\nSecond, make sure that you’re setting scratch (""psi4 -s"" or ""export PSI_SCRATCH"") rather than letting it \ndefault to /tmp. Third, run the job again to see if the error is reproducible.\nIf it persists, finally, file an issue.\n\nError occurred in file: /home/conda/feedstock_root/build_artifacts/psi4_1774729123260/work/psi4/src/psi4/libpsio/error.cc on line: 142\nThe most recent 5 function calls were:\n\npsi::PsiException::PsiException(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, char const*, int)\npsi::PSIO::rw(unsigned long, char*, psi::psio_address, unsigned long, int)\npsi::PSIO::write_entry(unsigned long, char const*, char*, unsigned long)\npsi::Matrix::save(psi::PSIO*, unsigned long, psi::Matrix::SaveType)\n')"
pqr_0505,CCN(C)C(=O)c1ccc2c(c1)NC(=O)/C2=C(\Nc1ccc(CN2CCCCC2)cc1)c1ccccc1,,"RuntimeError('\nFatal Error: WRITE failed. Error description from the OS: Disk quota exceeded\nError writing the first partial page, unit 97.\nPSIO_ERROR: 12 (error writing to file)\n\nPractical advice: This error is probably disk related. First, check that your scratch isn’t full.\nSecond, make sure that you’re setting scratch (""psi4 -s"" or ""export PSI_SCRATCH"") rather than letting it \ndefault to /tmp. Third, run the job again to see if the error is reproducible.\nIf it persists, finally, file an issue.\n\nError occurred in file: /home/conda/feedstock_root/build_artifacts/psi4_1774729123260/work/psi4/src/psi4/libpsio/error.cc on line: 142\nThe most recent 5 function calls were:\n\npsi::PsiException::PsiException(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, char const*, int)\npsi::PSIO::rw(unsigned long, char*, psi::psio_address, unsigned long, int)\npsi::DiskDFJK::initialize_JK_disk()\npsi::DiskDFJK::preiterations()\n')"
pqr_0507,O=C(/C=C/c1ccc(O)c(O)c1)NCCc1ccc(O)cc1,,"RuntimeError('\nFatal Error: DFHelper:put_tensor: write error\nError occurred in file: /home/conda/feedstock_root/build_artifacts/psi4_1774729123260/work/psi4/src/psi4/lib3index/dfhelper.cc on line: 970\nThe most recent 5 function calls were:\n\npsi::PsiException::PsiException(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, char const*, int)\npsi::DFHelper::prepare_metric()\npsi::DFHelper::initialize()\n')"
pqr_0509,C#C[C@@H]1C(=O)C=C[C@]23C[C@]24C#CC(=C)[C@]2(C#C/C(C)=C\4C=C[C@H]13)C[C@]21C[C@@H]1CC#COO,,"RuntimeError('\nFatal Error: WRITE failed. Error description from the OS: No space left on device\nError in PSIO::wt_toclen()! Cannot write TOC length, unit 97.\nPSIO_ERROR: 12 (error writing to file)\n\nPractical advice: This error is probably disk related. First, check that your scratch isn’t full.\nSecond, make sure that you’re setting scratch (""psi4 -s"" or ""export PSI_SCRATCH"") rather than letting it \ndefault to /tmp. Third, run the job again to see if the error is reproducible.\nIf it persists, finally, file an issue.\n\nError occurred in file: /home/conda/feedstock_root/build_artifacts/psi4_1774729123260/work/psi4/src/psi4/libpsio/error.cc on line: 142\nThe most recent 5 function calls were:\n\npsi::PsiException::PsiException(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, char const*, int)\npsi::PSIO::wt_toclen(unsigned long, unsigned long)\npsi::PSIO::open(unsigned long, int)\npsi::DiskDFJK::initialize_JK_disk()\n')"
pqr_0511,CCOC(=O)c1ncn2c1CN=C(c1cccc([N+](=O)[O-])c1)c1cc(F)ccc1-2,,"RuntimeError('\nFatal Error: WRITE failed. Error description from the OS: No space left on device\nError in PSIO::wt_toclen()! Cannot write TOC length, unit 97.\nPSIO_ERROR: 12 (error writing to file)\n\nPractical advice: This error is probably disk related. First, check that your scratch isn’t full.\nSecond, make sure that you’re setting scratch (""psi4 -s"" or ""export PSI_SCRATCH"") rather than letting it \ndefault to /tmp. Third, run the job again to see if the error is reproducible.\nIf it persists, finally, file an issue.\n\nError occurred in file: /home/conda/feedstock_root/build_artifacts/psi4_1774729123260/work/psi4/src/psi4/libpsio/error.cc on line: 142\nThe most recent 5 function calls were:\n\npsi::PsiException::PsiException(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, char const*, int)\npsi::PSIO::wt_toclen(unsigned long, unsigned long)\npsi::PSIO::open(unsigned long, int)\npsi::DiskDFJK::initialize_JK_disk()\n')"
pqr_0515,CC(=O)Oc1ccccc1C(=O)Oc1ccccc1C(=O)O,,"RuntimeError('\nFatal Error: WRITE failed. Error description from the OS: Disk quota exceeded\nError in PSIO::wt_toclen()! Cannot write TOC length, unit 64.\nPSIO_ERROR: 12 (error writing to file)\n\nPractical advice: This error is probably disk related. First, check that your scratch isn’t full.\nSecond, make sure that you’re setting scratch (""psi4 -s"" or ""export PSI_SCRATCH"") rather than letting it \ndefault to /tmp. Third, run the job again to see if the error is reproducible.\nIf it persists, finally, file an issue.\n\nError occurred in file: /home/conda/feedstock_root/build_artifacts/psi4_1774729123260/work/psi4/src/psi4/libpsio/error.cc on line: 142\nThe most recent 5 function calls were:\n\npsi::PsiException::PsiException(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, char const*, int)\npsi::PSIO::wt_toclen(unsigned long, unsigned long)\npsi::PSIO::write(unsigned long, char const*, char*, unsigned long, psi::psio_address, psi::psio_address*)\npsi::PSIO::write_entry(unsigned long, char const*, char*, unsigned long)\n')"
pqr_0516,CN(C)CCC(=O)Nc1cccc(-c2c(-c3ccccc3)oc3ncnc(N[C@H](CO)c4ccccc4)c23)c1,,"RuntimeError('\nFatal Error: WRITE failed. Error description from the OS: Disk quota exceeded\nError writing the first partial page, unit 97.\nPSIO_ERROR: 12 (error writing to file)\n\nPractical advice: This error is probably disk related. First, check that your scratch isn’t full.\nSecond, make sure that you’re setting scratch (""psi4 -s"" or ""export PSI_SCRATCH"") rather than letting it \ndefault to /tmp. Third, run the job again to see if the error is reproducible.\nIf it persists, finally, file an issue.\n\nError occurred in file: /home/conda/feedstock_root/build_artifacts/psi4_1774729123260/work/psi4/src/psi4/libpsio/error.cc on line: 142\nThe most recent 5 function calls were:\n\npsi::PsiException::PsiException(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, char const*, int)\npsi::PSIO::rw(unsigned long, char*, psi::psio_address, unsigned long, int)\npsi::DiskDFJK::initialize_JK_disk()\npsi::DiskDFJK::preiterations()\n')"
pqr_0540,C[C@H]1[C@@H]2C(=O)c3ccc(O)cc3[C@@]1(C)CCN2CC1CC1,,"RuntimeError('\nFatal Error: WRITE failed. Error description from the OS: Disk quota exceeded\nError in PSIO::wt_toclen()! Cannot write TOC length, unit 64.\nPSIO_ERROR: 12 (error writing to file)\n\nPractical advice: This error is probably disk related. First, check that your scratch isn’t full.\nSecond, make sure that you’re setting scratch (""psi4 -s"" or ""export PSI_SCRATCH"") rather than letting it \ndefault to /tmp. Third, run the job again to see if the error is reproducible.\nIf it persists, finally, file an issue.\n\nError occurred in file: /home/conda/feedstock_root/build_artifacts/psi4_1774729123260/work/psi4/src/psi4/libpsio/error.cc on line: 142\nThe most recent 5 function calls were:\n\npsi::PsiException::PsiException(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, char const*, int)\npsi::PSIO::wt_toclen(unsigned long, unsigned long)\npsi::PSIO::write(unsigned long, char const*, char*, unsigned long, psi::psio_address, psi::psio_address*)\npsi::PSIO::write_entry(unsigned long, char const*, char*, unsigned long)\n')"
pqr_0542,C[C@@H](c1ccc2ncccc2c1)c1nnc2ccc(-c3cnn(C)c3)nn12,,"RuntimeError('\nFatal Error: WRITE failed. Error description from the OS: Disk quota exceeded\nError in PSIO::wt_toclen()! Cannot write TOC length, unit 64.\nPSIO_ERROR: 12 (error writing to file)\n\nPractical advice: This error is probably disk related. First, check that your scratch isn’t full.\nSecond, make sure that you’re setting scratch (""psi4 -s"" or ""export PSI_SCRATCH"") rather than letting it \ndefault to /tmp. Third, run the job again to see if the error is reproducible.\nIf it persists, finally, file an issue.\n\nError occurred in file: /home/conda/feedstock_root/build_artifacts/psi4_1774729123260/work/psi4/src/psi4/libpsio/error.cc on line: 142\nThe most recent 5 function calls were:\n\npsi::PsiException::PsiException(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, char const*, int)\npsi::PSIO::wt_toclen(unsigned long, unsigned long)\npsi::PSIO::write(unsigned long, char const*, char*, unsigned long, psi::psio_address, psi::psio_address*)\npsi::PSIO::write_entry(unsigned long, char const*, char*, unsigned long)\n')"
pqr_0544,OC[C@H](O)CNc1ncnc2[nH]c(-c3ccccc3)c(-c3ccccc3)c12,,"RuntimeError('\nFatal Error: WRITE failed. Error description from the OS: Disk quota exceeded\nError in PSIO::wt_toclen()! Cannot write TOC length, unit 64.\nPSIO_ERROR: 12 (error writing to file)\n\nPractical advice: This error is probably disk related. First, check that your scratch isn’t full.\nSecond, make sure that you’re setting scratch (""psi4 -s"" or ""export PSI_SCRATCH"") rather than letting it \ndefault to /tmp. Third, run the job again to see if the error is reproducible.\nIf it persists, finally, file an issue.\n\nError occurred in file: /home/conda/feedstock_root/build_artifacts/psi4_1774729123260/work/psi4/src/psi4/libpsio/error.cc on line: 142\nThe most recent 5 function calls were:\n\npsi::PsiException::PsiException(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, char const*, int)\npsi::PSIO::wt_toclen(unsigned long, unsigned long)\npsi::PSIO::tocwrite(unsigned long)\n')"
pqr_0545,CC1=CC(=C(C#N)C#N)C=C(/C=C/c2ccc(N(C)C)cc2)O1,,"RuntimeError('\nFatal Error: WRITE failed. Error description from the OS: Disk quota exceeded\nError in PSIO::wt_toclen()! Cannot write TOC length, unit 64.\nPSIO_ERROR: 12 (error writing to file)\n\nPractical advice: This error is probably disk related. First, check that your scratch isn’t full.\nSecond, make sure that you’re setting scratch (""psi4 -s"" or ""export PSI_SCRATCH"") rather than letting it \ndefault to /tmp. Third, run the job again to see if the error is reproducible.\nIf it persists, finally, file an issue.\n\nError occurred in file: /home/conda/feedstock_root/build_artifacts/psi4_1774729123260/work/psi4/src/psi4/libpsio/error.cc on line: 142\nThe most recent 5 function calls were:\n\npsi::PsiException::PsiException(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, char const*, int)\npsi::PSIO::wt_toclen(unsigned long, unsigned long)\npsi::PSIO::write(unsigned long, char const*, char*, unsigned long, psi::psio_address, psi::psio_address*)\npsi::PSIO::write_entry(unsigned long, char const*, char*, unsigned long)\n')"
